title,view_count,duration,upload_date,transcript,Creator,is_viral,transcript_category
هل تستطيع قطتك التمييز بين الخير والشر؟ 😳🐱,35109,20,2025-05-08,هل تستطيع قطتك التمييز بين الخير والشر؟ اولا القطط تراقب لغه الجسد بعنايه. ثانيا تميز نبره الصوت الهادئ من العدوانيه. ثالثا تنجذب لمن يعاملها بلطف واهتمام. واخيرا تبتعد عن الاشخاص الذين يظهرون توترا. ‏Yeah.,petsmile,False,Fact-based
قطتك تحاول لفت انتباهك بهذه الطريقة! 😢🐱,30882,18,2025-05-07,قطتك تحاول لفت انتباهك بهذه الطريقه اولا تموء بشكل متكرر ومختلف ثانيا تجلس امامك وتحدق في عينيك ثالثا تقفز على لوحه المفاتيح او الجوال واخيرا تحتك بك او تدفعك بمخلبها ‏Ha.,petsmile,False,Fact-based
لماذا تهاجمك قطتك فجأة أثناء اللعب؟ 🤕😼,33698,23,2025-05-06,لماذا تهاجمك قطتك فجاه اثناء اللعب؟ اولا هي لا تهاجمك بل تتحمس اكثر من اللازم. ثانيا طاقتها مرتفعه وتحتاج لتفريغها بالعض والخدش. ثالثا لم تتعلم الحدود خاصه ان كانت صغيره واخيرا استخدام يديك في اللعب يشوشها بين المرح والهجوم. ‏y,petsmile,False,Fact-based
متى تشعر القطة بالخيانة من صاحبها؟ 🐾💔,26367,23,2025-05-05,متى تشعر القطه بالخيانه من صاحبها؟ اولا تجاهلها عند طلب الاهتمام يحطم قلبها. ثانيا معاقبتها بطريقه قاسيه يهز ثقتها بك ثالثا تركها لفترات طويله وحدها يزرع الحزن فيها. واخيرا ادخال حيوان جديد دون تعويدها يثير غيرتها. ‏M.,petsmile,False,Emotional
متى يجب عليك القلق من تصرف قطتك؟ 😟😺,24627,22,2025-05-04,متى يجب عليك القلق من تصرف قطتك؟ اولا قله الشهيه قد تدل على مرض خطير ثانيا نوم مفرط اكثر من المعتاد علامه انذار ثالثا مواء مستمر وبصوت حزين صرخه الم واخيرا فقدان الوزن السريع خطر لا يجب تجاهله ب,petsmile,False,Fact-based
هل قطتي تتحدث معي فعلاً؟ 😺🗣️,33365,20,2025-05-03,هل قطتي تتحدث معي فعلا؟ اولا ماء معين تطلقه فقط عندما تناديك ثانيا تحريك الذيل ببطء يعني انها مرتاحه ثالثا تتجاهلك احيانا تعبر عن انزعاجها واخيرا تاتي اليك دون سبب تشتاق,petsmile,False,Fact-based
أغرب مكان نامت فيه قطتي 😂🛏️,36061,19,2025-05-02,اغرب مكان نامت فيه قطتي اولا فوق التلفاز وكانها تشاهد معنى المسلسل ثانيا داخل الحقيبه ورفضت ان ناخذها معنا ثالثا بين الكتب كانها تراجع للامتحان واخيرا فوق الوب في احرج وقت للعمل ‏Men,petsmile,False,Story
هل من الآمن إعطاء الحليب للقطط؟ 🥛😻,54912,21,2025-05-01,هل من الامن اعطاء الحليب للقطط؟ اولا القطط الصغيره فقط قد تهضم الحليب احيانا. ثانيا معظم القطط البالغه تعاني من حساسيه اللاكتوز الشديده. ثالثا الماء النظيف هو الخيار الافضل دائما. واخيرا يمكن استخدام بدائل الحليب المخصصه للقطط. ‏y,petsmile,False,Fact-based
هل قطتك تثق بك فعلًا؟ جرب هذا! ✅😻,28665,24,2025-04-30,هل قطتك تثق بك فعلا؟ جرب هذا. اولا تمتد امامك علامه على ثقه كبيره. ثانيا تاتي عند ندائك تستجيب لانها تثق بك. ثالثا تجلس قربك بصمت تستمتع بحضورك بهدوء. واخيرا تخرر عند لمسك. انت مصدر الراحه بالنسبه لها. ‏M.,petsmile,False,Fact-based
قطتك تتعمد أن تزعجك… لكنها تحبك جدًا! ❤️😹,46803,24,2025-04-29,قطتك تتعمد ان تزعجك لكنها تحبك جدا اولا توقذك باكرا لانها تشتاق لك بشده ثانيا تجلس على اللاب توب تريد انتباهك الكامل فقط ثالثا تثبت الاشياء تختبر رد فعلك تجاهها واخيرا تموء بلا سبب تحاول فتح حوار معك ‏Tá.,petsmile,False,Emotional
أغرب تصرف تقوم به القطط عند الشعور بالحب! 😻,24911,25,2025-04-28,اغرب تصرف تقوم به القطط عند الشعور بالحب اولا عجلك بمخالبها تصرف طفولي يشير للراحه والحنان ثانيا التحديق بعينيك ببطء هذا بمثابه قبله قطه ثالثا لعق يدك او شعرك كانك فرد من عائلتها واخيرا النوم بجانبك او فوقك شعور بالامان والحب ‏B,petsmile,False,Fact-based
توقف عن لمس قطتك بهذه الطريقة! قد تكون تزعجها! 🛑🐾,42202,24,2025-04-27,توقف عن لمس قطتك بهذه الطريقه قد تكون تزعجها اولا لمس الذيل خاصه من الطرف قد يزعجها بشده ثانيا فرق البطن رغم انه يبدو لطيفا معظم القطط تكرهه ثالثا الضغط على الكفوف يسبب لها توترا واخيرا لمس الاذنين او شدها يزعجها جدا,petsmile,False,Fact-based
متى تشعر القطط بالحزن؟ 💔😿,40065,19,2025-04-26,متى تشعر القطط بالحزن؟ اولا عند فقدان شخص تحبه سواء انسان او حيوان ثانيا اذا شعرت بالاهمال او قله الاهتمام ثالثا عند غياب صاحبها لفترات طويله واخيرا اذا تغير مكان اكلها او نومها بشكل مزعج ‏It,petsmile,False,Fact-based
هل تترك قطتك وحدها؟ شاهد ماذا تشعر! 🐱💔,44306,25,2025-04-25,هل تترك قطتك وحدها؟ شاهد ماذا تشعر. اولا، عند مغادرتك قطتك تشعر بالحزن والفراغ المفاجئ. ثانيا: بعض القطط تجلس عند الباب لساعات تنتظر عودتك. ثالثا: وقد تصدر مواء حزينا كنوع من النداء او الشكوى. واخيرا وعند عودتك تستقبلك وكانك كنت غائبا لايام. ‏M.,petsmile,False,Emotional
4 أخطاء في تربية القطط تدمر علاقتك بها! ❌🐱,42348,26,2025-04-24,اخطاء في تربيه القطط تدمر علاقتك بها اولا الصراخ على قط يجعلها تخاف منك وتفقد ثقتها بك ثانيا تجاهل طلبها للعب او الاهتمام يسبب لها الحزن والعزله ثالثا حملها بالقو قد يجعلها تكره التقرب منك تماما واخيرا عدم توفير مكان امن للنوم يشعرها بعدم الامان ‏N,petsmile,False,Fact-based
قطك يعرف يومك السيء من نظرة واحدة! 😯🐱,26036,27,2025-04-23,قطك يعرف يومك السيء من نظره واحده اولا القطط تلتقط المشاعر بسرعه تلاحظ تغير مزاجك ثانيا اذا كنت حزين قد تلاحظ قطتك تقترب منك اكثر من المعتاد ثالثا صوتك المنخفض او تعابير وجهك تكفي لتفهم انك لست بخير واخيرا بعض القطط تجلس بجانبك بصمت وكانها تقول انا هنا,petsmile,False,Fact-based
لماذا تحب قطتك النوم عليك؟ 😻,26058,26,2025-04-22,لماذا تحب قطتك النوم عليك؟ اولا تشعر بالامان. دفء جسمك يطمئنها ويجعلها تنام بسلام. ثانيا تحب رائحتك لانك جزء من عالمها وتمنحها الراحه. ثالثا: تثق بك النوم فوق دليل قوي على ثقه عميقه. واخيرا تشعر بالحنان. وجودك يعطيها احساسا بالحب والرعايه. ‏Yeah.,petsmile,False,Fact-based
4 أشياء تفعلها القطط عندما تشتاق لك! 😢🐱,40295,24,2025-04-21,اشياء تفعلها القطط عندما تشتاق لك اولا تموء كثيرا وكانها تقول اين كنت اشتقت لك ثانيا تتبعك في كل مكان لا تتركك لحظه منذ ان تعود ثالثا تفرق راسها بك لتؤكد انك ما زلت ملكها واخيرا تصدر صوت خرخره قوي هذا صوت الراحه والحنين,petsmile,False,Emotional
هذا الشيء تفعله كل القطط عند الشعور بالخطر! ⚠️🐱,29816,29,2025-04-20,هذا الشيء تفعله كل القطط عند الشعور بالخطر. اولا تقوس ظهرها محاوله لجعل نفسها تبدو اكبر واكثر رعبا. ثانيا تصدر صوت الهيس تحذير صريح بان الاقتراب ليس فكره جيده. ثالثا تثبت نظراتها على الهدف تقيم الموقف وتستعد لاي رد فعل. واخيرا تمشي ببطء للوراء. تبحث عن مخرج امن دون لفت لانتباه. ‏Yeah.,petsmile,False,Fact-based
